ID,선수명,데뷔년도,생년월일,팀명,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),포지션(수비),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피
76232,양의지,2006.0,1987-06-05,NC,2019,0.354,118,459,390,61,138,26,0,20,224,68,0,6,48,4,15,43,13,0.574,0.438,1.012,43,0.364,0.167,46,86,129,0.67,4,1.12,3.74,0.221,88.7,0.341,118,7,4,3,57.1,2,1,포수,91.0,87.0,723.3333333333334,2.0,1.0,590.0,45.0,10.0,2.0,37.0,15.0,0.997,28.8,"312,500",6.835,1,0.655664585,3.318851977,1.0,4263,0.0
76232,양의지,2006.0,1987-06-05,NC,2020,0.328,130,528,461,86,151,26,1,33,278,124,1,6,46,7,14,47,11,0.603,0.4,1.003,45,0.425,0.222,60,98,171,0.57,13,0.98,3.58,0.275,102.7,0.331,130,7,5,2,71.4,4,0,포수,106.0,97.0,792.0,2.0,2.0,645.0,47.0,4.0,5.0,32.0,24.0,0.997,42.89999999999999,"312,500",6.414,0,0.629059829,3.947911806,2.0,4791,0.0
72139,추승우,1998.0,1979-09-24,LG,2002,0.200,6,10,10,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0.200,0.2,0.4,1,0.0,0.0,0,4,2,2.00,0,0.00,3.1,0.000,-0.1,0.14,6,0,0,0,0.0,0,0,3루수,5.0,3.0,20.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.833,0.0,1700,-0.077,0,0.0,0.0,0.0,10,0.0
72139,추승우,1998.0,1979-09-24,LG,2003,0.000,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0,0.0,0,0.0,0.0,0,2,2,1.00,0,-,2.25,0.000,-0.4,0.0,5,0,0,0,0.0,0,0,1루수,1.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"2,200",-0.097,0,0.0,0.0,0.0,14,0.0
72139,추승우,1998.0,1979-09-24,LG,2006,0.231,38,58,52,7,12,2,0,0,14,5,0,2,2,0,2,8,0,0.269,0.276,0.545,1,0.2,0.227,2,21,13,1.62,0,0.25,3.26,0.038,5.1,0.191,38,1,1,0,100.0,0,0,1루수,13.0,6.0,60.66666666666666,0.0,0.0,33.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,"2,200",0.015,0,0.00566572238,0.00566572238,0.0,72,1.36289809711513
72139,추승우,1998.0,1979-09-24,LG,2007,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0,0.0,0,0.0,0.0,0,0,1,0.00,0,-,5.0,0.000,-0.1,0.0,1,0,0,0,0.0,0,0,3루수,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,500",-0.023,0,0.00837520938,0.0140409318,0.0,73,0.0
72139,추승우,1998.0,1979-09-24,한화,2008,0.245,119,419,371,53,91,13,3,0,110,20,7,1,30,4,10,75,3,0.296,0.318,0.614,22,0.229,0.273,16,125,81,1.54,0,0.40,3.63,0.051,38.8,0.217,119,24,19,5,79.2,0,0,좌익수,136.0,81.0,804.6666666666667,3.0,0.0,191.0,6.0,1.0,0.0,0.0,0.0,0.986725766362883,0.0,"2,500",0.41,0,0.0724365005,0.0864774323,0.0,492,0.1546466478938212
72139,추승우,1998.0,1979-09-24,한화,2009,0.233,105,233,193,28,45,2,0,2,53,17,2,2,24,0,12,59,1,0.275,0.351,0.626,10,0.256,0.0,4,59,32,1.84,0,0.41,3.84,0.041,25.1,0.227,105,19,15,4,78.9,0,0,중견수,106.0,43.0,512.6666666666667,1.0,0.0,143.0,2.0,1.0,0.0,0.0,0.0,0.9928907672301688,0.0,"5,000",0.565,0,0.022459893,0.108937325,0.0,725,0.2292190907569284
72139,추승우,1998.0,1979-09-24,한화,2010,0.235,111,304,260,39,61,8,4,2,83,23,6,3,29,0,6,62,3,0.319,0.322,0.641,14,0.217,0.208,14,84,56,1.50,0,0.47,3.69,0.085,29.9,0.225,111,16,10,6,62.5,0,0,중견수,108.0,64.0,582.6666666666666,2.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,0.9834622425629292,0.0,"4,500",0.627,0,0.0179407176,0.126878043,0.0,1029,0.0
72139,추승우,1998.0,1979-09-24,한화,2011,0.205,19,49,44,5,9,0,0,0,9,1,2,0,2,0,1,12,0,0.205,0.255,0.46,1,0.2,0.25,0,13,10,1.30,0,0.17,3.69,0.000,2.4,0.166,19,0,0,0,0.0,0,0,우익수,19.0,11.0,104.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.9903846153846154,0.0,"4,600",-0.276,0,0.00118063754,0.12805868,0.0,1078,0.0782324652577123
72139,추승우,1998.0,1979-09-24,한화,2012,0.173,18,59,52,4,9,5,1,0,16,8,0,0,6,0,1,11,1,0.308,0.271,0.579,1,0.278,0.0,6,21,11,1.91,0,0.55,3.63,0.135,4.7,0.199,18,3,3,0,100.0,0,0,중견수,22.0,13.0,135.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.9633185185185186,0.0,"4,200",0.074,0,0.00697084918,0.13502953,0.0,1137,0.2623112196143366
72139,추승우,1998.0,1979-09-24,한화,2013,0.304,72,180,158,19,48,7,0,1,58,17,0,1,17,0,4,21,2,0.367,0.383,0.75,8,0.302,0.45,8,57,33,1.73,0,0.81,3.89,0.063,24.7,0.264,72,14,12,2,85.7,0,0,좌익수,67.0,34.0,341.0,1.0,0.0,108.0,2.0,6.0,0.0,0.0,0.0,0.987067448680352,0.0,"4,500",1.122,0,0.0261646458,0.161194175,0.0,1317,0.5042350771087462
72139,추승우,1998.0,1979-09-24,한화,2014,0.167,9,10,6,3,1,0,0,0,1,0,0,0,4,0,0,2,0,0.167,0.5,0.667,0,0.0,0.0,0,1,2,0.50,0,2.00,4.4,0.000,1.4,0.267,9,0,0,0,0.0,0,0,중견수,9.0,2.0,21.666666666666664,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.753846153846154,0.0,"6,000",0.077,0,0.000763164589,0.16195734,0.0,1327,0.0
76235,박진원,2006.0,1987-03-17,SK,2011,0.091,7,11,11,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.091,0.091,0.182,0,0.0,0.0,0,6,2,3.00,0,0.00,4.18,0.000,-0.2,0.064,7,1,1,0,100.0,0,0,좌익수,5.0,1.0,24.666666666666668,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.0,"2,400",-0.163,0,0.00236127509,0.00236127509,0.0,11,0.0
72143,김광희,2002.0,1983-07-23,LG,2003,0.444,6,11,9,3,4,1,1,0,7,2,0,0,2,0,0,2,1,0.778,0.545,1.323,0,0.5,0.5,2,1,2,0.50,0,1.00,4.27,0.333,2.6,0.44,6,0,0,0,0.0,0,0,수비기록없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,800",0.271,0,0.00200803213,0.00200803213,0.0,11,0.0
78288,최재훈,2008.0,1989-08-27,두산,2012,0.209,69,104,91,9,19,4,0,1,26,8,4,1,4,0,4,17,1,0.286,0.27,0.556,2,0.238,0.0,5,31,25,1.24,0,0.24,3.8,0.077,7.6,0.193,69,0,0,0,0.0,0,0,포수,67.0,23.0,282.6666666666667,6.0,1.0,209.0,22.0,2.0,2.0,21.0,15.0,0.975,41.7,"2,500",0.134,0,0.0456273764,0.0456273764,0.0,104,0.0
78288,최재훈,2008.0,1989-08-27,두산,2013,0.270,60,108,89,12,24,5,0,2,35,8,4,1,6,0,8,19,3,0.393,0.365,0.758,3,0.222,0.0,7,26,21,1.24,0,0.32,3.57,0.124,13.2,0.263,60,0,0,0,0.0,0,0,포수,59.0,26.0,276.0,2.0,0.0,218.0,19.0,2.0,1.0,19.0,12.0,0.992,38.7,"3,500",0.759,0,0.330567964,0.37619534,0.0,212,0.0
78288,최재훈,2008.0,1989-08-27,두산,2014,0.241,48,125,112,9,27,3,1,1,35,10,3,2,5,0,3,22,3,0.313,0.287,0.6,5,0.176,1.0,5,36,29,1.24,2,0.23,3.73,0.071,9.6,0.207,48,2,0,2,0.0,2,0,포수,48.0,34.0,301.0,2.0,0.0,238.0,21.0,4.0,1.0,31.0,11.0,0.992,26.2,"5,000",0.022,0,0.01551768,0.39171302,0.0,337,0.0
78288,최재훈,2008.0,1989-08-27,두산,2015,0.152,71,114,99,6,15,3,0,0,18,7,3,1,3,0,8,19,6,0.182,0.234,0.416,1,0.179,0.0,3,35,31,1.13,0,0.16,3.64,0.030,2.5,0.151,71,0,0,0,0.0,1,0,포수,69.0,21.0,281.6666666666667,1.0,0.0,232.0,19.0,2.0,2.0,16.0,8.0,0.996,33.3,"6,800",-0.709,0,0.0273525721,0.419065592,0.0,451,0.0
78288,최재훈,2008.0,1989-08-27,두산,2016,0.167,22,22,18,1,3,1,0,0,4,4,0,1,2,0,1,2,1,0.222,0.273,0.495,0,0.333,0.0,1,7,7,1.00,0,1.00,4.23,0.056,1.4,0.178,22,0,0,0,0.0,1,0,포수,20.0,3.0,58.333333333333336,1.0,0.0,42.0,3.0,0.0,1.0,3.0,1.0,0.978,25.0,"6,800",-0.082,0,0.056261343,0.475326935,0.0,473,0.0
78288,최재훈,2008.0,1989-08-27,한화,2017,0.257,104,309,269,22,69,10,0,1,82,16,6,0,26,0,8,36,10,0.305,0.34,0.645,15,0.21,0.5,11,94,70,1.34,1,0.72,4.17,0.048,26.8,0.229,104,2,0,2,0.0,4,0,포수,102.0,83.0,706.0,1.0,1.0,536.0,34.0,6.0,5.0,42.0,17.0,0.998,28.8,"6,800",0.433,0,0.107909258,0.583236194,0.0,782,0.0
78288,최재훈,2008.0,1989-08-27,한화,2018,0.262,128,341,298,36,78,17,0,1,98,27,6,2,20,0,15,61,8,0.329,0.337,0.666,18,0.253,0.5,18,98,63,1.56,3,0.33,3.9,0.067,34.8,0.234,128,8,8,0,100.0,6,0,포수,126.0,95.0,830.6666666666666,5.0,0.0,747.0,48.0,14.0,7.0,52.0,25.0,0.994,32.5,"8,000",0.836,0,0.0972886762,0.68052487,0.0,1123,0.0
78288,최재훈,2008.0,1989-08-27,한화,2019,0.290,135,451,373,47,108,18,0,3,135,31,4,4,56,0,14,61,9,0.362,0.398,0.76,28,0.225,0.0,21,110,98,1.12,2,0.92,4.07,0.072,55.9,0.27,135,13,3,10,23.1,2,0,포수,132.0,126.0,1022.6666666666666,6.0,3.0,788.0,76.0,17.0,8.0,84.0,31.0,0.993,27.0,"8,000",3.487,0,0.22925959,0.90978446,0.0,1574,0.0
78288,최재훈,2008.0,1989-08-27,한화,2020,0.301,126,389,339,46,102,19,0,3,130,36,5,0,29,0,16,44,7,0.383,0.383,0.766,19,0.325,0.3,22,91,102,0.89,3,0.66,3.85,0.083,49.2,0.268,126,0,0,0,0.0,3,0,포수,119.0,103.0,857.6666666666666,5.0,1.0,727.0,48.0,12.0,4.0,79.0,27.0,0.994,25.5,"20,000",2.755,0,0.0811965812,0.990981041,0.0,1963,0.0
96722,심광호,1996.0,1977-08-01,한화,2003,0.210,41,73,62,4,13,6,0,2,25,4,1,0,7,0,3,18,0,0.403,0.319,0.722,1,0.059,0.0,8,11,20,0.55,0,0.39,3.68,0.194,8.6,0.244,41,0,0,0,0.0,0,0,포수,32.0,12.0,138.0,2.0,0.0,91.0,7.0,2.0,0.0,13.0,4.0,0.98,23.5,"2,300",0.415,0,0.00401606426,0.00401606426,0.0,73,0.0
96722,심광호,1996.0,1977-08-01,한화,2004,0.256,52,103,90,9,23,5,1,3,39,11,3,1,6,0,3,23,1,0.433,0.32,0.753,6,0.269,0.0,9,16,29,0.55,0,0.26,3.62,0.178,12.6,0.252,52,1,0,1,0.0,0,0,포수,48.0,25.0,253.3333333333333,4.0,0.0,174.0,7.0,0.0,2.0,17.0,5.0,0.978,22.7,"2,600",0.627,0,0.0,0.00401606426,0.0,176,0.0
96722,심광호,1996.0,1977-08-01,한화,2005,0.265,63,108,102,15,27,3,0,7,51,22,1,1,1,0,3,27,2,0.500,0.29,0.79,6,0.333,0.75,10,29,20,1.45,0,0.04,3.11,0.235,15.0,0.256,63,1,1,0,100.0,0,0,포수,61.0,27.0,283.0,6.0,0.0,177.0,14.0,0.0,4.0,28.0,7.0,0.97,20.0,"3,600",0.871,0,0.0176211454,0.0216372097,0.0,284,0.0
96722,심광호,1996.0,1977-08-01,한화,2006,0.234,80,154,137,11,32,4,0,5,51,15,4,1,9,0,3,43,5,0.372,0.293,0.665,9,0.231,0.0,9,29,34,0.85,0,0.21,3.75,0.139,14.9,0.225,80,2,2,0,100.0,0,0,포수,78.0,37.0,384.6666666666667,3.0,0.0,294.0,13.0,3.0,3.0,35.0,6.0,0.99,14.6,"5,000",0.865,0,0.0467422096,0.0683794193,0.0,438,0.0
96722,심광호,1996.0,1977-08-01,한화,2007,0.197,76,151,132,14,26,4,1,3,41,14,6,0,7,1,6,24,5,0.311,0.269,0.58,6,0.281,0.143,8,36,46,0.78,0,0.29,3.44,0.114,10.4,0.199,76,4,3,1,75.0,0,0,포수,74.0,37.0,352.6666666666667,3.0,0.0,232.0,17.0,3.0,3.0,38.0,14.0,0.988,26.9,"7,500",0.256,0,0.0301507538,0.0985301731,0.0,589,0.0
96722,심광호,1996.0,1977-08-01,삼성,2008,0.197,40,81,71,5,14,0,0,2,20,8,2,1,4,0,3,24,2,0.282,0.266,0.548,3,0.261,0.273,2,18,16,1.13,0,0.17,3.72,0.085,5.6,0.19,40,0,0,0,0.0,0,0,포수,31.0,8.0,131.0,1.0,0.0,101.0,7.0,0.0,3.0,24.0,6.0,0.991,20.0,"7,500",0.03,0,0.0112888053,0.109818978,0.0,670,0.0
96722,심광호,1996.0,1977-08-01,삼성,2009,0.000,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.0,0.0,0,0.0,0.0,0,0,1,0.00,0,0.00,2.8,0.000,-0.5,0.0,2,0,0,0,0.0,0,0,수비기록없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,500",-0.132,0,0.0,0.109818978,0.0,675,0.0
96722,심광호,1996.0,1977-08-01,LG,2011,0.114,25,39,35,1,4,1,0,0,5,1,1,0,1,0,2,15,1,0.143,0.184,0.327,0,0.125,0.0,1,5,11,0.45,0,0.07,3.74,0.029,0.0,0.119,25,0,0,0,0.0,0,0,포수,23.0,13.0,102.66666666666669,2.0,0.0,96.0,3.0,0.0,1.0,15.0,2.0,0.98,11.8,"5,000",-0.283,0,0.00649350649,0.116312485,0.0,714,0.0
96722,심광호,1996.0,1977-08-01,LG,2012,0.205,43,82,73,4,15,3,0,0,18,6,4,1,3,0,1,19,1,0.247,0.244,0.491,1,0.091,0.0,3,19,21,0.90,0,0.16,3.23,0.041,4.2,0.172,43,2,1,1,50.0,0,0,포수,43.0,23.0,223.0,1.0,0.0,148.0,6.0,0.0,1.0,32.0,4.0,0.994,11.1,"4,000",-0.135,0,0.0177439797,0.134056465,0.0,796,0.0
96723,홍원기,1996.0,1973-06-05,두산,2002,0.171,109,191,170,17,29,6,0,1,38,11,1,3,15,1,2,36,5,0.224,0.242,0.466,2,0.179,0.4,7,42,66,0.64,0,0.42,4.05,0.053,9.0,0.165,109,1,1,0,100.0,0,0,3루수,129.0,49.0,520.6666666666667,10.0,0.0,71.0,158.0,17.0,0.0,0.0,0.0,0.9581613316261204,0.0,"8,600",-0.833,0,0.0,0.0,0.0,191,1.2457907347642678
96723,홍원기,1996.0,1973-06-05,두산,2003,0.273,124,453,384,43,105,13,1,8,144,42,9,3,54,2,3,65,7,0.375,0.365,0.74,25,0.277,0.667,22,102,115,0.89,0,0.83,3.86,0.102,54.9,0.258,124,3,0,3,0.0,0,0,3루수,128.0,110.0,980.6666666666669,13.0,0.0,217.0,217.0,31.0,0.0,0.0,0.0,0.9632409925220938,0.0,"7,600",2.526,0,0.0140562249,0.0140562249,0.0,644,0.8525478200693322
96723,홍원기,1996.0,1973-06-05,두산,2004,0.213,101,190,160,16,34,5,0,2,45,18,5,3,19,0,3,37,7,0.281,0.303,0.584,4,0.243,0.222,7,47,45,1.04,0,0.51,3.96,0.069,14.5,0.207,101,0,0,0,0.0,0,0,1루수,105.0,38.0,438.0,4.0,0.0,211.0,94.0,32.0,0.0,0.0,0.0,0.9817671232876712,0.0,"11,000",-0.084,0,0.0218978102,0.0359540351,0.0,834,1.4265312233214824
96723,홍원기,1996.0,1973-06-05,두산,2005,0.230,92,162,139,17,32,6,1,3,49,22,4,1,13,0,5,32,1,0.353,0.316,0.669,8,0.205,0.0,10,36,40,0.90,0,0.41,4.17,0.122,17.1,0.23,92,0,0,0,0.0,0,0,3루수,98.0,35.0,381.3333333333333,3.0,0.0,117.0,87.0,22.0,0.0,0.0,0.0,0.97286013986014,0.0,"10,000",0.486,0,0.198237885,0.23419192,0.0,996,0.9117759433582971
96723,홍원기,1996.0,1973-06-05,현대,2006,0.270,56,173,148,16,40,6,0,4,58,20,9,1,14,0,1,29,5,0.392,0.335,0.727,12,0.283,0.0,10,34,46,0.74,0,0.48,3.69,0.122,18.5,0.249,56,2,0,2,0.0,0,0,2루수,61.0,51.0,382.0,2.0,0.0,103.0,100.0,18.0,0.0,0.0,0.0,0.9837242582897032,0.0,"8,000",0.82,1,0.0269121813,0.261104101,0.0,1169,0.7940997467256082
96723,홍원기,1996.0,1973-06-05,현대,2007,0.071,25,32,28,0,2,0,0,0,2,0,1,0,3,0,0,12,1,0.071,0.161,0.232,0,0.0,0.167,0,7,7,1.00,0,0.25,4.53,0.000,-0.7,0.09,25,0,0,0,0.0,0,0,1루수,24.0,5.0,77.33333333333334,1.0,0.0,48.0,9.0,2.0,0.0,0.0,0.0,0.980603448275862,0.0,"7,000",-0.447,0,0.00335008375,0.264454185,0.0,1201,1.494714615931693
68050,강백호,2018.0,1999-07-29,KT,2018,0.290,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.356,0.88,44,0.308,0.3,63,121,132,0.92,3,0.42,4.04,0.233,94.5,0.291,138,8,3,5,37.5,9,2,좌익수,72.0,67.0,539.3333333333334,6.0,0.0,111.0,7.0,1.0,0.0,0.0,0.0,0.9449394313967862,0.0,"2,700",1.437,0,0.468367889,0.468367889,1.0,585,0.0
68050,강백호,2018.0,1999-07-29,KT,2019,0.336,116,505,438,72,147,29,1,13,217,65,0,4,61,4,2,87,11,0.495,0.416,0.911,42,0.284,1.0,43,121,87,1.39,11,0.70,3.84,0.160,84.2,0.311,116,14,9,5,64.3,3,0,우익수,80.0,76.0,623.6666666666667,3.0,0.0,140.0,6.0,1.0,0.0,0.0,0.0,0.9713351149118118,0.0,"2,700",4.668,0,0.830508475,1.298876364,0.0,1090,0.078402897571246
68050,강백호,2018.0,1999-07-29,KT,2020,0.330,129,574,500,95,165,36,1,23,272,89,0,3,66,9,5,93,7,0.544,0.411,0.955,48,0.32,0.5,60,124,121,1.02,8,0.71,3.81,0.214,104.2,0.321,129,9,7,2,77.8,10,0,1루수,130.0,124.0,1081.0,10.0,0.0,1057.0,75.0,111.0,0.0,0.0,0.0,0.9911415356151712,0.0,"21,000",4.957,0,0.562393162,1.861269526,1.0,1664,0.1167193741782011
76249,민병헌,2006.0,1987-03-10,두산,2006,0.197,80,64,61,20,12,0,1,0,14,4,0,1,2,0,0,16,1,0.230,0.219,0.449,1,0.0,0.0,1,17,17,1.00,0,0.13,3.98,0.033,4.8,0.156,80,20,17,3,85.0,0,0,중견수,62.0,8.0,167.33333333333331,1.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.9722709163346612,0.0,"2,000",-0.06,0,0.00566572238,0.00566572238,0.0,64,0.0
76249,민병헌,2006.0,1987-03-10,두산,2007,0.244,119,372,328,53,80,14,3,3,109,31,5,6,28,0,5,56,5,0.332,0.308,0.64,15,0.194,0.0,20,98,100,0.98,0,0.50,3.63,0.088,39.1,0.222,119,39,30,9,76.9,0,0,우익수,138.0,94.0,852.0,0.0,0.0,229.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,"2,500",0.832,0,0.256281407,0.261947129,0.0,436,0.0239107255913332
76249,민병헌,2006.0,1987-03-10,두산,2008,0.194,87,101,93,26,18,0,1,0,20,0,1,0,6,0,1,18,2,0.215,0.25,0.465,1,0.067,0.0,1,25,32,0.78,0,0.33,3.71,0.022,5.6,0.166,87,24,18,6,75.0,0,0,우익수,78.0,18.0,284.66666666666663,0.0,0.0,66.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,"5,200",-0.348,0,0.0696142992,0.331561429,0.0,537,0.0
76249,민병헌,2006.0,1987-03-10,두산,2009,0.257,115,291,261,49,67,14,0,5,96,28,3,4,17,0,6,54,7,0.368,0.313,0.681,18,0.221,0.182,19,65,79,0.82,0,0.31,3.48,0.111,31.9,0.233,115,23,18,5,78.3,0,0,우익수,113.0,48.0,510.6666666666666,1.0,0.0,114.0,9.0,1.0,0.0,0.0,0.0,0.99244908616188,0.0,"4,200",0.197,0,0.0834224599,0.414983888,0.0,828,0.0
76249,민병헌,2006.0,1987-03-10,두산,2010,0.286,64,80,70,23,20,2,1,0,24,4,1,0,9,2,0,14,0,0.343,0.367,0.71,7,0.3,0.0,3,19,17,1.12,0,0.64,3.8,0.057,10.0,0.251,64,15,11,4,73.3,0,0,좌익수,49.0,11.0,166.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"5,800",0.287,0,0.0288611544,0.443845043,0.0,908,0.0
76249,민병헌,2006.0,1987-03-10,두산,2012,0.143,2,8,7,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0.143,0.143,0.286,0,0.0,0.0,0,3,1,3.00,0,0.00,2.63,0.000,-0.7,0.1,2,2,0,2,0.0,0,0,우익수,2.0,2.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"5,800",-0.189,0,0.0114068441,0.455251887,0.0,916,0.0
76249,민병헌,2006.0,1987-03-10,두산,2013,0.319,119,449,383,71,122,21,7,9,184,65,12,7,40,0,7,62,7,0.480,0.387,0.867,31,0.369,0.6,37,97,109,0.89,0,0.65,3.71,0.162,72.6,0.294,119,35,27,8,77.1,0,0,우익수,121.0,97.0,853.3333333333334,1.0,0.0,188.0,5.0,1.0,0.0,0.0,0.0,0.99449453125,0.0,"5,200",3.782,0,0.169751117,0.625003004,0.0,1365,0.0
76249,민병헌,2006.0,1987-03-10,두산,2014,0.345,124,527,470,85,162,31,3,12,235,79,8,6,37,0,6,63,11,0.500,0.395,0.895,48,0.36,0.5,46,113,138,0.82,7,0.59,3.71,0.155,85.9,0.303,124,24,16,8,66.7,5,0,우익수,124.0,115.0,947.6666666666666,0.0,0.0,220.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,"14,500",4.541,0,0.234800305,0.859803309,0.0,1892,0.0
76249,민병헌,2006.0,1987-03-10,두산,2015,0.303,129,561,491,80,149,20,2,12,209,75,6,6,50,0,8,74,15,0.426,0.373,0.799,47,0.323,0.5,34,131,143,0.92,6,0.68,3.78,0.122,76.8,0.274,129,10,7,3,70.0,4,2,우익수,127.0,121.0,1020.3333333333334,4.0,0.0,227.0,4.0,1.0,0.0,0.0,0.0,0.98387357072852,0.0,"35,000",3.316,0,0.31217064,1.171973949,0.0,2453,0.0
76249,민병헌,2006.0,1987-03-10,두산,2016,0.325,134,579,511,98,166,31,4,16,253,87,1,4,48,1,15,91,18,0.495,0.396,0.891,48,0.357,0.25,51,101,157,0.64,8,0.53,3.69,0.170,92.4,0.302,134,11,9,2,81.8,7,0,우익수,159.0,121.0,1026.3333333333333,0.0,0.0,228.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,"35,000",4.038,0,0.436479129,1.608453078,0.0,3032,0.0
76249,민병헌,2006.0,1987-03-10,두산,2017,0.304,123,520,447,73,136,21,0,14,199,71,1,6,47,2,19,74,14,0.445,0.389,0.834,44,0.306,0.0,35,118,125,0.94,10,0.64,3.55,0.141,75.8,0.286,123,7,3,4,42.9,2,0,우익수,124.0,113.0,932.0,4.0,0.0,205.0,5.0,1.0,0.0,0.0,0.0,0.9808497854077252,0.0,"55,000",2.952,0,0.678724709,2.287177787,0.0,3552,0.0
76249,민병헌,2006.0,1987-03-10,롯데,2018,0.318,118,494,443,74,141,21,0,17,213,66,2,6,35,3,8,68,10,0.481,0.374,0.855,45,0.283,0.25,38,117,123,0.95,8,0.51,3.59,0.163,76.4,0.289,118,11,8,3,72.7,3,1,중견수,124.0,106.0,928.6666666666666,1.0,0.0,206.0,4.0,1.0,0.0,0.0,0.0,0.993697056712132,0.0,"200,000",2.813,1,0.165337586,2.452515373,0.0,4046,0.0
76249,민병헌,2006.0,1987-03-10,롯데,2019,0.304,101,420,369,52,112,24,2,9,167,43,1,3,42,0,5,55,9,0.453,0.379,0.832,32,0.289,0.333,35,90,115,0.78,5,0.76,3.6,0.149,61.5,0.284,101,19,13,6,68.4,6,0,중견수,102.0,92.0,799.0,2.0,0.0,201.0,5.0,1.0,0.0,0.0,0.0,0.9903003754693368,0.0,"200,000",3.208,0,0.143621766,2.596137139,0.0,4466,0.0
76249,민병헌,2006.0,1987-03-10,롯데,2020,0.233,109,342,309,42,72,12,0,2,90,23,5,2,21,1,5,62,12,0.291,0.291,0.582,16,0.175,0.182,14,100,77,1.30,6,0.34,3.57,0.058,23.8,0.204,109,16,10,6,62.5,2,0,중견수,106.0,72.0,686.3333333333333,0.0,0.0,175.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,"200,000",-1.277,0,0.117094017,2.713231156,0.0,4808,0.0
72154,박영복,2002.0,1983-04-12,LG,2007,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.0,0.0,0,0.0,0.0,0,0,0,-,0,0.00,8.0,0.000,-0.1,0.0,1,0,0,0,0.0,0,0,포수,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2200,0.0,0,0.00167504188,0.00167504188,0.0,1,0.0
72154,박영복,2002.0,1983-04-12,LG,2009,0.357,13,16,14,2,5,0,0,0,5,1,1,0,1,0,0,6,1,0.357,0.4,0.757,1,0.25,0.0,0,2,1,2.00,0,0.17,3.69,0.000,1.5,0.269,13,2,1,1,50.0,0,0,포수,13.0,3.0,44.333333333333336,0.0,0.0,27.0,2.0,0.0,1.0,10.0,1.0,1.0,9.1,2200,0.0,0,0.0395721925,0.0412472344,0.0,17,0.0
63963,권희동,2013.0,1990-12-30,NC,2013,0.203,121,397,349,42,71,19,1,15,137,54,7,3,36,0,2,75,6,0.393,0.279,0.672,14,0.237,0.308,35,78,128,0.61,0,0.48,4.07,0.189,41.2,0.224,121,5,4,1,80.0,0,0,우익수,121.0,94.0,841.3333333333334,3.0,0.0,193.0,4.0,1.0,0.0,0.0,0.0,0.9842527733755944,0.0,"2,400",0.229,0,0.206126356,0.206126356,0.0,397,0.0
