선수명,생년월일,연도,연봉,WAR
서동욱,1984-03-21,2016,"5,800",2.661
서동욱,1984-03-21,2017,"15,000",0.678
서동욱,1984-03-21,2018,"18,500",-0.143
이정상,1984-07-11,2003,,0.137
이정상,1984-07-11,2004,"2,300",-0.013
임준혁,1984-10-09,2003,,-0.106
임준혁,1984-10-09,2004,"2,000",0.012
임준혁,1984-10-09,2006,"2,000",-0.170
임준혁,1984-10-09,2007,"2,000",0.114
임준혁,1984-10-09,2008,"2,000",0.762
임준혁,1984-10-09,2009,"3,800",0.159
임준혁,1984-10-09,2011,"3,800",-0.020
임준혁,1984-10-09,2012,"4,900",-0.057
임준혁,1984-10-09,2013,"3,900",-0.068
임준혁,1984-10-09,2014,"4,300",0.191
임준혁,1984-10-09,2015,"13,000",2.492
임준혁,1984-10-09,2016,"13,000",-1.016
임준혁,1984-10-09,2017,"10,000",0.553
임준혁,1984-10-09,2018,"900,000",0.014
차일목,1981-01-26,2003,,-0.085
차일목,1981-01-26,2005,"2,000",0.010
차일목,1981-01-26,2006,"2,200",0.078
차일목,1981-01-26,2007,"3,000",-0.095
차일목,1981-01-26,2008,"3,000",1.028
차일목,1981-01-26,2009,"6,000",0.383
차일목,1981-01-26,2010,"7,500",2.157
차일목,1981-01-26,2011,"8,500",2.010
차일목,1981-01-26,2012,"12,000",1.117
차일목,1981-01-26,2013,"10,000",1.221
차일목,1981-01-26,2014,"8,000",-0.452
차일목,1981-01-26,2015,"8,000",-0.120
차일목,1981-01-26,2016,"15,000",-0.773
차일목,1981-01-26,2017,"900,000",0.028
최동락,1980-12-24,2003,,-0.154
김광희,1983-07-23,2003,"1,800",0.271
김세중,1979-10-20,2003,"1,700",-0.024
박경수,1984-03-31,2003,,0.430
박경수,1984-03-31,2004,"3,200",2.121
박경수,1984-03-31,2005,"5,000",-0.105
박경수,1984-03-31,2006,"4,200",0.922
박경수,1984-03-31,2007,"5,000",1.276
박경수,1984-03-31,2008,"6,000",1.252
박경수,1984-03-31,2009,"7,000",1.425
박경수,1984-03-31,2010,"7,200",1.932
박경수,1984-03-31,2011,"8,000",1.334
박경수,1984-03-31,2014,"9,000",0.088
박경수,1984-03-31,2015,"23,000",5.528
박경수,1984-03-31,2016,"23,000",4.453
박경수,1984-03-31,2017,"23,000",1.511
박경수,1984-03-31,2018,"23,000",2.551
박경수,1984-03-31,2019,"23,000",2.986
박경수,1984-03-31,2020,"40,000",3.000
오태근,1978-04-05,2003,"2,000",-0.113
오태근,1978-04-05,2004,"2,000",-0.554
오태근,1978-04-05,2005,"2,800",0.066
오태근,1978-04-05,2006,"2,800",0.020
오태근,1978-04-05,2007,"3,200",-0.055
오태근,1978-04-05,2008,"3,600",-0.164
오태근,1978-04-05,2009,"3,300",0.004
이대형,1983-07-19,2003,,-0.005
이대형,1983-07-19,2004,"2,000",-0.205
이대형,1983-07-19,2005,"2,600",0.844
이대형,1983-07-19,2006,"3,800",-0.014
이대형,1983-07-19,2007,"3,800",3.345
이대형,1983-07-19,2008,"8,000",1.715
이대형,1983-07-19,2009,"9,500",1.374
이대형,1983-07-19,2010,"12,000",1.909
이대형,1983-07-19,2011,"14,000",0.951
이대형,1983-07-19,2012,"8,500",-0.101
이대형,1983-07-19,2013,"8,500",0.121
이대형,1983-07-19,2014,"30,000",1.676
이대형,1983-07-19,2015,"30,000",0.913
이대형,1983-07-19,2016,"30,000",0.614
이대형,1983-07-19,2017,"30,000",-0.870
이대형,1983-07-19,2018,"20,000",0.004
이대형,1983-07-19,2019,"900,000",-0.030
김강민,1982-09-13,2002,"1,800",-0.042
김강민,1982-09-13,2003,"1,800",0.064
김강민,1982-09-13,2004,"2,000",-0.127
김강민,1982-09-13,2005,"2,200",-0.180
김강민,1982-09-13,2006,"2,400",0.674
김강민,1982-09-13,2007,"3,400",1.176
김강민,1982-09-13,2008,"7,000",1.959
김강민,1982-09-13,2009,"9,500",1.338
김강민,1982-09-13,2010,"12,000",3.432
김강민,1982-09-13,2011,"20,000",1.896
김강민,1982-09-13,2012,"19,000",1.881
김강민,1982-09-13,2013,"20,000",3.347
김강민,1982-09-13,2014,"30,000",4.665
김강민,1982-09-13,2015,"60,000",1.990
김강민,1982-09-13,2016,"60,000",2.476
김강민,1982-09-13,2017,"60,000",0.059
김강민,1982-09-13,2018,"60,000",1.511
김강민,1982-09-13,2019,"60,000",1.352
김강민,1982-09-13,2020,"35,000",0.892
김형철,1980-05-26,2003,,-0.144
김형철,1980-05-26,2004,"2,000",-0.212
김형철,1980-05-26,2005,"2,100",0.082
김형철,1980-05-26,2006,"2,200",-0.376
김형철,1980-05-26,2007,"2,200",-0.068
김형철,1980-05-26,2008,"2,200",-0.511
김형철,1980-05-26,2009,"2,600",0.009
김형철,1980-05-26,2010,"2,600",-0.126
박두일,1983-03-25,2003,"1,800",-0.024
송수근,1980-06-26,2003,,-0.024
송수근,1980-06-26,2004,"2,000",-0.107
이대수,1981-08-21,2002,,0.000
이대수,1981-08-21,2003,"1,800",-0.048
이대수,1981-08-21,2004,"2,100",-1.140
이대수,1981-08-21,2005,"2,900",-0.004
이대수,1981-08-21,2006,"4,500",2.166
이대수,1981-08-21,2007,"4,500",1.295
이대수,1981-08-21,2008,"9,500",1.434
이대수,1981-08-21,2009,"8,700",0.113
이대수,1981-08-21,2010,"8,000",0.461
이대수,1981-08-21,2011,"9,000",3.098
이대수,1981-08-21,2012,"14,000",2.807
이대수,1981-08-21,2013,"14,000",1.993
이대수,1981-08-21,2014,"14,000",0.009
이대수,1981-08-21,2015,"35,000",0.154
이대수,1981-08-21,2016,"35,000",-0.233
이대수,1981-08-21,2017,"35,000",0.347
이대수,1981-08-21,2018,"900,000",0.024
조중근,1982-12-20,2003,"1,700",-0.284
조중근,1982-12-20,2004,"2,000",0.104
조중근,1982-12-20,2005,"2,400",0.810
조중근,1982-12-20,2006,"4,100",-0.441
조중근,1982-12-20,2007,"4,100",-0.116
조중근,1982-12-20,2008,"3,300",0.139
조중근,1982-12-20,2009,"3,700",-0.361
조중근,1982-12-20,2010,"3,700",-0.249
조중근,1982-12-20,2011,"3,500",0.872
조중근,1982-12-20,2012,"4,300",-0.896
조중근,1982-12-20,2013,"4,000",-0.014
조중근,1982-12-20,2015,"900,000",0.082
나주환,1984-06-14,2003,,-0.377
나주환,1984-06-14,2004,"2,600",0.470
나주환,1984-06-14,2005,"3,300",0.451
나주환,1984-06-14,2006,"5,300",0.289
나주환,1984-06-14,2007,"5,300",0.573
나주환,1984-06-14,2008,"8,700",1.186
나주환,1984-06-14,2009,"12,000",2.694
나주환,1984-06-14,2010,"17,000",1.646
나주환,1984-06-14,2013,"17,000",-0.362
나주환,1984-06-14,2014,"20,000",0.835
나주환,1984-06-14,2015,"20,000",-0.139
나주환,1984-06-14,2016,"20,000",0.320
나주환,1984-06-14,2017,"15,000",1.647
나주환,1984-06-14,2018,"30,000",1.271
나주환,1984-06-14,2019,"30,000",-0.182
나주환,1984-06-14,2020,"12,000",0.326
백대운,1980-11-21,2003,,-0.216
손시헌,1980-10-19,2003,,-0.362
손시헌,1980-10-19,2004,"2,700",0.523
손시헌,1980-10-19,2005,"6,000",2.896
손시헌,1980-10-19,2006,"13,000",2.589
손시헌,1980-10-19,2009,"13,000",3.323
손시헌,1980-10-19,2010,"18,500",2.422
손시헌,1980-10-19,2011,"20,200",2.535
손시헌,1980-10-19,2012,"19,700",1.200
손시헌,1980-10-19,2013,"18,000",1.000
손시헌,1980-10-19,2014,"40,000",2.616
손시헌,1980-10-19,2015,"40,000",1.740
손시헌,1980-10-19,2016,"40,000",3.551
손시헌,1980-10-19,2017,"40,000",2.259
손시헌,1980-10-19,2018,"50,000",0.035
손시헌,1980-10-19,2019,"900,000",0.523
이경환,1983-05-21,2002,,0.000
이경환,1983-05-21,2003,"2,000",-0.128
이경환,1983-05-21,2008,"2,200",0.000
이경환,1983-05-21,2009,"2,200",0.014
이민택,1980-02-23,2003,"2,000",-0.046
이승준,1976-07-03,2003,,0.156
이승준,1976-07-03,2004,"2,500",0.887
이승준,1976-07-03,2005,"3,700",-0.150
이승준,1976-07-03,2006,"3,700",-0.095
김영화,1965-11-20,2003,"15,000",-0.024
박정준,1984-06-26,2003,,-0.071
박정준,1984-06-26,2004,"1,900",-0.479
박정준,1984-06-26,2005,"2,000",-0.377
박정준,1984-06-26,2006,"2,600",-0.333
박정준,1984-06-26,2009,"2,600",0.922
박정준,1984-06-26,2010,"4,500",-0.023
박정준,1984-06-26,2011,"4,500",-0.221
박정준,1984-06-26,2012,"4,300",-0.093
박정준,1984-06-26,2013,"4,300",0.463
박정준,1984-06-26,2014,"5,300",-0.095
박정준,1984-06-26,2015,"900,000",0.135
손인호,1975-04-03,1998,,1.359
손인호,1975-04-03,1999,"2,600",0.176
손인호,1975-04-03,2000,"3,400",0.396
손인호,1975-04-03,2003,"3,400",1.126
손인호,1975-04-03,2004,"6,300",2.528
손인호,1975-04-03,2005,"8,000",0.131
손인호,1975-04-03,2006,"8,500",-0.198
손인호,1975-04-03,2007,"8,500",-0.186
손인호,1975-04-03,2008,"7,500",0.142
손인호,1975-04-03,2009,"7,000",-0.372
손인호,1975-04-03,2010,"6,500",0.289
손인호,1975-04-03,2011,"4,200",0.040
손인호,1975-04-03,2012,"4,200",-0.185
신종길,1983-12-31,2003,"1,900",0.457
신종길,1983-12-31,2004,"2,300",-0.001
신종길,1983-12-31,2009,"2,400",0.083
신종길,1983-12-31,2010,"2,700",0.973
신종길,1983-12-31,2011,"4,000",0.484
신종길,1983-12-31,2012,"6,000",-0.587
신종길,1983-12-31,2013,"4,500",2.779
신종길,1983-12-31,2014,"10,000",1.087
신종길,1983-12-31,2015,"12,000",0.888
신종길,1983-12-31,2016,"12,000",0.582
신종길,1983-12-31,2017,"9,800",-0.277
이인구,1980-11-07,2003,,-0.039
이인구,1980-11-07,2004,"1,900",-0.584
이인구,1980-11-07,2007,"2,100",0.247
이인구,1980-11-07,2008,"2,400",1.014
이인구,1980-11-07,2009,"3,700",1.029
이인구,1980-11-07,2010,"6,000",-0.045
이인구,1980-11-07,2011,"4,500",0.837
이인구,1980-11-07,2012,"5,000",-0.120
이인구,1980-11-07,2013,"4,700",-0.047
정보명,1980-08-23,2003,,-0.035
정보명,1980-08-23,2006,"2,000",0.009
정보명,1980-08-23,2007,"3,000",2.386
정보명,1980-08-23,2008,"4,500",0.554
정보명,1980-08-23,2009,"6,500",0.584
정보명,1980-08-23,2010,"7,500",0.247
정보명,1980-08-23,2011,"6,000",-0.085
정보명,1980-08-23,2012,"5,000",-0.277
정보명,1980-08-23,2013,"4,800",-0.103
강명구,1980-10-25,2003,,-0.048
강명구,1980-10-25,2004,"2,000",-0.054
강명구,1980-10-25,2005,"2,500",0.502
강명구,1980-10-25,2006,"3,800",0.055
강명구,1980-10-25,2007,"4,500",0.089
강명구,1980-10-25,2010,"4,700",0.037
강명구,1980-10-25,2011,"5,300",-0.006
강명구,1980-10-25,2012,"6,000",0.105
강명구,1980-10-25,2013,"6,000",-0.002
강명구,1980-10-25,2014,"900,000",-0.092
고지행,1978-05-03,2003,,0.868
고지행,1978-05-03,2004,"10,000",-0.044
고지행,1978-05-03,2005,"10,000",-0.058
곽용섭,1983-02-03,2003,,-0.114
곽용섭,1983-02-03,2004,"2,000",0.005
곽용섭,1983-02-03,2005,"2,100",0.005
곽용섭,1983-02-03,2009,"2,000",-0.115
손주인,1983-12-01,2002,,0.000
손주인,1983-12-01,2003,"2,000",-0.130
손주인,1983-12-01,2005,"2,200",0.034
손주인,1983-12-01,2008,"2,300",-0.062
손주인,1983-12-01,2009,"2,300",-0.306
손주인,1983-12-01,2010,"4,250",-0.064
손주인,1983-12-01,2011,"4,400",0.003
손주인,1983-12-01,2012,"5,500",0.338
손주인,1983-12-01,2013,"6,800",1.392
손주인,1983-12-01,2014,"6,800",0.983
손주인,1983-12-01,2015,"12,000",-0.935
손주인,1983-12-01,2016,"12,000",2.170
손주인,1983-12-01,2017,"20,000",1.249
손주인,1983-12-01,2018,"18,000",-0.816
손주인,1983-12-01,2019,"900,000",-0.558
김무성,1978-03-02,2001,,-0.022
김무성,1978-03-02,2003,"1,700",-0.023
맹진국,1984-08-28,2003,,-0.125
맹진국,1984-08-28,2004,"1,800",0.016
신민기,1980-12-11,2003,,-0.342
심광호,1977-08-01,1997,"1,700",0.014
심광호,1977-08-01,1998,"1,800",0.007
심광호,1977-08-01,1999,"1,900",0.066
심광호,1977-08-01,2000,"2,300",0.347
심광호,1977-08-01,2003,"2,300",0.415
심광호,1977-08-01,2004,"2,600",0.627
심광호,1977-08-01,2005,"3,600",0.871
심광호,1977-08-01,2006,"5,000",0.865
심광호,1977-08-01,2007,"7,500",0.256
심광호,1977-08-01,2008,"7,500",0.030
심광호,1977-08-01,2009,"5,500",-0.132
심광호,1977-08-01,2011,"5,000",-0.283
심광호,1977-08-01,2012,"4,000",-0.135
이양기,1981-01-31,2003,,0.005
이양기,1981-01-31,2004,"1,800",-0.188
이양기,1981-01-31,2005,"2,000",0.256
이양기,1981-01-31,2009,"2,300",-0.327
이양기,1981-01-31,2010,"2,300",-0.021
이양기,1981-01-31,2011,"2,700",0.626
이양기,1981-01-31,2012,"3,700",-0.017
이양기,1981-01-31,2013,"3,700",1.166
이양기,1981-01-31,2014,"5,200",-0.245
이양기,1981-01-31,2016,"5,400",-0.104
이양기,1981-01-31,2017,"900,000",-0.477
한상훈,1980-06-03,2003,,-1.177
한상훈,1980-06-03,2004,"2,400",-0.826
한상훈,1980-06-03,2005,"2,800",-0.048
한상훈,1980-06-03,2006,"4,000",0.348
한상훈,1980-06-03,2007,"6,500",1.108
한상훈,1980-06-03,2008,"9,000",0.100
한상훈,1980-06-03,2011,"7,000",1.561
한상훈,1980-06-03,2012,"12,000",1.130
한상훈,1980-06-03,2013,"11,000",1.849
한상훈,1980-06-03,2014,"20,000",0.957
한상훈,1980-06-03,2015,"900,000",-0.167
이택근,1980-07-10,2003,,1.497
이택근,1980-07-10,2004,"3,500",0.147
이택근,1980-07-10,2005,"4,000",1.442
이택근,1980-07-10,2006,"4,500",5.171
이택근,1980-07-10,2007,"10,500",4.423
이택근,1980-07-10,2008,"13,000",4.604
이택근,1980-07-10,2009,"22,500",5.292
이택근,1980-07-10,2010,"27,000",2.356
이택근,1980-07-10,2011,"27,000",1.641
이택근,1980-07-10,2012,"70,000",2.553
이택근,1980-07-10,2013,"70,000",3.456
이택근,1980-07-10,2014,"70,000",3.156
이택근,1980-07-10,2015,"50,000",1.845
이택근,1980-07-10,2016,"50,000",1.798
이택근,1980-07-10,2017,"50,000",-0.079
이택근,1980-07-10,2018,"50,000",1.047
이택근,1980-07-10,2020,"50,000",-0.184
김주형,1985-12-15,2004,,-0.404
김주형,1985-12-15,2005,"2,200",-0.451
김주형,1985-12-15,2006,"2,200",0.443
김주형,1985-12-15,2007,"2,500",0.339
김주형,1985-12-15,2008,"2,500",-0.028
김주형,1985-12-15,2011,"2,500",-0.661
김주형,1985-12-15,2012,"4,500",-0.918
김주형,1985-12-15,2013,"3,500",0.221
김주형,1985-12-15,2014,"6,100",-0.113
김주형,1985-12-15,2015,"5,500",-0.831
김주형,1985-12-15,2016,"5,500",1.626
김주형,1985-12-15,2017,"11,000",-0.775
김주형,1985-12-15,2018,"7,500",-0.144
김태완,1981-09-19,2004,,-0.634
김태완,1981-09-19,2005,"2,200",-0.305
김태완,1981-09-19,2008,"2,200",0.107
김태완,1981-09-19,2009,"2,500",0.185
김태완,1981-09-19,2010,"2,800",0.577
김태완,1981-09-19,2011,"4,600",1.439
김태완,1981-09-19,2012,"7,000",0.240
김태완,1981-09-19,2013,"7,000",1.336
김태완,1981-09-19,2014,"10,000",0.851
김태완,1981-09-19,2015,"6,000",-0.037
김태완,1981-09-19,2016,"900,000",-0.298
박기남,1981-08-14,2004,,-0.020
박기남,1981-08-14,2005,"2,500",0.886
박기남,1981-08-14,2006,"3,500",0.472
박기남,1981-08-14,2009,"3,500",-0.227
박기남,1981-08-14,2010,"5,500",0.799
박기남,1981-08-14,2011,"6,500",0.555
박기남,1981-08-14,2012,"7,000",1.226
박기남,1981-08-14,2013,"10,000",1.412
박기남,1981-08-14,2014,"9,000",0.331
박기남,1981-08-14,2015,"900,000",-0.023
이성열,1984-07-13,2004,"2,000",0.007
이성열,1984-07-13,2005,"2,000",2.494
이성열,1984-07-13,2006,"3,200",0.114
이성열,1984-07-13,2007,"3,000",0.148
이성열,1984-07-13,2008,"3,000",0.206
이성열,1984-07-13,2009,"4,200",0.077
이성열,1984-07-13,2010,"3,600",2.842
이성열,1984-07-13,2011,"8,500",0.793
이성열,1984-07-13,2012,"8,500",0.419
이성열,1984-07-13,2013,"7,200",1.535
이성열,1984-07-13,2014,"11,000",0.381
이성열,1984-07-13,2015,"11,000",0.578
이성열,1984-07-13,2016,"25,000",0.789
이성열,1984-07-13,2017,"23,000",1.819
이성열,1984-07-13,2018,"25,000",1.529
이성열,1984-07-13,2019,"25,000",1.820
이성열,1984-07-13,2020,"50,000",-0.980
이용규,1985-08-26,2004,,-0.806
이용규,1985-08-26,2005,"2,000",1.460
이용규,1985-08-26,2006,"5,500",5.174
이용규,1985-08-26,2007,"11,000",2.668
이용규,1985-08-26,2008,"9,000",4.232
이용규,1985-08-26,2009,"15,000",0.779
이용규,1985-08-26,2010,"16,000",3.837
이용규,1985-08-26,2011,"20,000",5.541
이용규,1985-08-26,2012,"30,000",4.500
이용규,1985-08-26,2013,"34,000",2.825
이용규,1985-08-26,2014,"70,000",0.089
이용규,1985-08-26,2015,"70,000",5.195
이용규,1985-08-26,2016,"70,000",3.972
이용규,1985-08-26,2017,"90,000",0.147
이용규,1985-08-26,2018,"40,000",1.812
이용규,1985-08-26,2020,"40,000",1.227
이시찬,1985-02-25,2004,,0.005
이시찬,1985-02-25,2005,,-0.008
이시찬,1985-02-25,2006,,-0.277
이시찬,1985-02-25,2010,,0.062
이시찬,1985-02-25,2011,,-0.212
이시찬,1985-02-25,2012,,-0.034
이시찬,1985-02-25,2013,,-0.443
이시찬,1985-02-25,2014,"4,300",-0.105
이시찬,1985-02-25,2015,"5,100",-0.110
최길성,1978-02-06,2000,,0.100
최길성,1978-02-06,2001,,0.054
최길성,1978-02-06,2004,"2,000",-0.101
최길성,1978-02-06,2005,"2,200",-0.105
최길성,1978-02-06,2006,"2,600",1.886
최길성,1978-02-06,2007,"2,600",-0.366
최승환,1978-02-25,2000,,0.014
최승환,1978-02-25,2004,"2,200",-0.047
최승환,1978-02-25,2005,"2,400",0.199
최승환,1978-02-25,2006,"2,800",0.447
최승환,1978-02-25,2007,"3,100",0.010
최승환,1978-02-25,2008,"3,100",0.160
최승환,1978-02-25,2009,"4,200",0.407
최승환,1978-02-25,2010,"5,700",0.048
최승환,1978-02-25,2011,"5,100",-0.182
최승환,1978-02-25,2012,"5,300",0.484
최승환,1978-02-25,2013,"5,000",-0.140
한규식,1976-09-14,1999,,0.000
한규식,1976-09-14,2000,"1,800",-0.201
한규식,1976-09-14,2001,"1,800",-0.201
한규식,1976-09-14,2004,"2,000",-0.279
한규식,1976-09-14,2005,"3,000",0.566
한규식,1976-09-14,2006,"5,000",-0.269
한규식,1976-09-14,2007,"4,500",-0.066
허용,1982-02-03,2004,,-0.071
김원,1978-09-23,2004,,-0.039
박정권,1981-07-21,2004,,-0.192
박정권,1981-07-21,2007,"2,000",-0.145
박정권,1981-07-21,2008,"4,000",0.254
박정권,1981-07-21,2009,"5,000",2.060
박정권,1981-07-21,2010,"12,500",3.942
박정권,1981-07-21,2011,"20,000",1.018
박정권,1981-07-21,2012,"19,500",1.433
박정권,1981-07-21,2013,"20,500",3.279
박정권,1981-07-21,2014,"23,500",3.402
박정권,1981-07-21,2015,"40,000",2.348
박정권,1981-07-21,2016,"40,000",1.811
박정권,1981-07-21,2017,"40,000",0.782
박정권,1981-07-21,2018,"40,000",-0.134
박정권,1981-07-21,2019,"900,000",-0.162
신주일,1977-09-18,2000,,0.055
신주일,1977-09-18,2001,"2,200",0.012
신주일,1977-09-18,2004,"2,200",0.005
양승학,1984-01-20,2004,"2,100",-0.047
양승학,1984-01-20,2006,"2,000",0.005
양승학,1984-01-20,2009,"2,000",0.341
임훈,1985-07-17,2004,,-0.039
임훈,1985-07-17,2010,,-0.246
임훈,1985-07-17,2011,"5,000",0.652
임훈,1985-07-17,2012,"8,500",0.110
임훈,1985-07-17,2013,"10,000",-0.402
임훈,1985-07-17,2014,"7,500",1.727
임훈,1985-07-17,2015,"7,500",0.019
임훈,1985-07-17,2016,"13,000",-0.409
임훈,1985-07-17,2017,"10,000",-0.251
임훈,1985-07-17,2018,"10,000",-0.367
최경철,1980-08-15,2004,"2,000",-0.047
최경철,1980-08-15,2005,"2,500",0.027
최경철,1980-08-15,2006,"3,700",-0.254
최경철,1980-08-15,2010,"3,700",0.014
최경철,1980-08-15,2011,"3,300",-0.096
최경철,1980-08-15,2012,"3,300",0.006
최경철,1980-08-15,2013,"3,300",0.104
최경철,1980-08-15,2014,"5,000",-0.018
최경철,1980-08-15,2015,"9,000",-0.078
최경철,1980-08-15,2016,"9,000",-0.411
최경철,1980-08-15,2017,"900,000",0.437
김재호,1985-03-21,2004,,-0.212
김재호,1985-03-21,2005,"2,300",0.155
김재호,1985-03-21,2008,"2,600",1.385
김재호,1985-03-21,2009,"4,400",0.544
김재호,1985-03-21,2010,"5,400",0.361
김재호,1985-03-21,2011,"5,200",-0.315
김재호,1985-03-21,2012,"5,700",0.104
김재호,1985-03-21,2013,"7,000",1.997
김재호,1985-03-21,2014,"11,700",0.980
김재호,1985-03-21,2015,"41,000",3.604
김재호,1985-03-21,2016,"41,000",4.409
김재호,1985-03-21,2017,"65,000",2.739
김재호,1985-03-21,2018,"65,000",3.568
김재호,1985-03-21,2019,"65,000",3.736
김재호,1985-03-21,2020,"65,000",2.023
방승재,1981-05-10,2004,,-0.165
방승재,1981-05-10,2005,"2,000",0.035
백승훈,1980-05-16,2003,,0.000
백승훈,1980-05-16,2004,"2,000",-0.066
용덕한,1981-04-09,2004,,0.095
용덕한,1981-04-09,2005,"2,000",0.125
용덕한,1981-04-09,2006,"3,200",0.147
용덕한,1981-04-09,2009,"3,000",0.119
용덕한,1981-04-09,2010,"4,500",-0.208
용덕한,1981-04-09,2011,"4,000",-0.341
용덕한,1981-04-09,2012,"4,000",0.265
용덕한,1981-04-09,2013,"6,000",-0.528
용덕한,1981-04-09,2014,"6,500",0.273
용덕한,1981-04-09,2015,"6,500",0.216
용덕한,1981-04-09,2016,"900,000",-0.118
윤상무,1979-07-20,1999,"1,800",0.000
윤상무,1979-07-20,2000,"1,800",-0.096
윤상무,1979-07-20,2004,"2,000",0.005
윤석민,1985-09-04,2004,,0.005
윤석민,1985-09-04,2005,"2,000",0.005
윤석민,1985-09-04,2006,"2,000",-0.125
윤석민,1985-09-04,2007,"2,000",-0.364
윤석민,1985-09-04,2011,"2,400",1.191
윤석민,1985-09-04,2012,"4,100",2.292
윤석민,1985-09-04,2013,"7,700",0.592
윤석민,1985-09-04,2014,"7,700",0.061
윤석민,1985-09-04,2015,"16,000",0.228
윤석민,1985-09-04,2016,"16,000",2.867
윤석민,1985-09-04,2017,"16,000",2.153
윤석민,1985-09-04,2018,"31,000",0.393
윤석민,1985-09-04,2019,"31,000",-0.850
윤석민,1985-09-04,2020,"18,000",-0.519
정원석,1977-03-27,2000,,0.028
정원석,1977-03-27,2001,"2,000",0.033
정원석,1977-03-27,2004,"2,400",-0.305
정원석,1977-03-27,2005,"3,000",-0.082
정원석,1977-03-27,2006,"2,800",0.571
정원석,1977-03-27,2007,"2,900",0.176
정원석,1977-03-27,2008,"3,500",-0.215
정원석,1977-03-27,2010,"3,700",3.043
정원석,1977-03-27,2011,"7,000",0.489
정원석,1977-03-27,2012,"5,000",0.014
홍마태,1981-05-05,2004,,-0.007
강민호,1985-08-18,2004,,-0.126
강민호,1985-08-18,2005,"2,000",0.207
강민호,1985-08-18,2006,"3,500",2.629
강민호,1985-08-18,2007,"8,000",3.316
강민호,1985-08-18,2008,"10,000",5.372
강민호,1985-08-18,2009,"14,500",1.796
강민호,1985-08-18,2010,"13,500",5.040
강민호,1985-08-18,2011,"20,000",5.385
강민호,1985-08-18,2012,"30,000",4.996
강민호,1985-08-18,2013,"55,000",3.092
강민호,1985-08-18,2014,"100,000",1.684
강민호,1985-08-18,2015,"100,000",5.154
강민호,1985-08-18,2016,"100,000",5.024
강민호,1985-08-18,2017,"100,000",3.383
강민호,1985-08-18,2018,"100,000",1.992
강민호,1985-08-18,2019,"100,000",1.876
강민호,1985-08-18,2020,"125,000",3.152
김만윤,1984-07-23,2004,,0.001
박진환,1981-03-10,2004,,-0.214
박진환,1981-03-10,2005,"2,100",-0.045
박진환,1981-03-10,2006,"2,300",0.005
박진환,1981-03-10,2011,"2,400",-0.377
서정호,1981-12-24,2004,,0.153
서정호,1981-12-24,2007,,0.006
서정호,1981-12-24,2008,"2,000",-0.169
서정호,1981-12-24,2009,"2,200",0.004
성민국,1982-02-09,2004,,-0.044
조인신,1980-08-14,2004,"1,800",-0.286
조인신,1980-08-14,2005,"2,000",-0.012
황이갑,1981-05-22,2004,,-0.115
박석민,1985-06-22,2004,,-0.203
박석민,1985-06-22,2005,"2,400",-0.054
박석민,1985-06-22,2008,"3,200",4.326
박석민,1985-06-22,2009,"8,000",4.163
박석민,1985-06-22,2010,"10,500",4.903
박석민,1985-06-22,2011,"13,500",4.648
박석민,1985-06-22,2012,"18,000",7.889
박석민,1985-06-22,2013,"28,000",5.849
박석민,1985-06-22,2014,"37,000",4.275
박석민,1985-06-22,2015,"37,000",6.039
박석민,1985-06-22,2016,"75,000",3.854
박석민,1985-06-22,2017,"75,000",1.663
박석민,1985-06-22,2018,"75,000",0.986
박석민,1985-06-22,2019,"75,000",3.068
박석민,1985-06-22,2020,"70,000",3.961
이정식,1981-11-02,2004,,-0.012
이정식,1981-11-02,2005,"2,600",0.142
이정식,1981-11-02,2006,"3,500",0.619
이정식,1981-11-02,2007,"5,000",0.155
이정식,1981-11-02,2010,"5,700",0.234
이정식,1981-11-02,2011,"7,000",0.052
이정식,1981-11-02,2012,"6,000",-0.210
이정식,1981-11-02,2013,"5,500",0.068
이정식,1981-11-02,2014,"5,500",-0.022
이정식,1981-11-02,2015,"4,500",0.059
이정식,1981-11-02,2016,"900,000",-0.183
고동진,1980-04-01,2004,,1.633
고동진,1980-04-01,2005,"3,400",0.201
고동진,1980-04-01,2006,"4,500",0.775
고동진,1980-04-01,2007,"8,000",1.340
고동진,1980-04-01,2008,"10,000",-0.248
고동진,1980-04-01,2011,"6,000",0.656
고동진,1980-04-01,2012,"7,000",1.180
고동진,1980-04-01,2013,"8,000",0.447
고동진,1980-04-01,2014,"10,000",-0.282
고동진,1980-04-01,2015,"8,000",-0.725
권영근,1981-11-16,2004,,0.069
권영근,1981-11-16,2005,"2,000",0.032
박노민,1985-08-18,2004,,-0.084
박노민,1985-08-18,2005,"2,300",-0.120
박노민,1985-08-18,2009,"2,500",0.303
박노민,1985-08-18,2010,"3,000",0.012
박노민,1985-08-18,2011,"3,100",0.466
박노민,1985-08-18,2012,"3,500",-0.007
박노민,1985-08-18,2013,"3,500",-0.078
박노민,1985-08-18,2014,"3,500",-0.048
박노민,1985-08-18,2015,"4,000",-0.008
박노민,1985-08-18,2016,"900,000",0.009
신경현,1975-11-28,1998,,-0.101
신경현,1975-11-28,1999,"1,800",-0.128
신경현,1975-11-28,2000,"2,100",-0.290
신경현,1975-11-28,2001,"2,400",0.461
신경현,1975-11-28,2004,"2,400",1.751
신경현,1975-11-28,2005,"4,500",2.172
신경현,1975-11-28,2006,"9,000",1.260
신경현,1975-11-28,2007,"13,000",0.945
